Path;Travel weight;Elapsed time;Best solution;Deviation;Algorithm
15 11 12 9 1 2 7 6 14 13 10 3 8 5 4 15 ;1790;249,78;1790;-179100;TspBabDfs
15 11 12 9 1 2 7 6 14 13 10 3 8 5 4 15 ;1790;288,13;1790;-179100;TspBabBfs
15 11 12 9 1 2 7 6 14 13 10 3 8 5 4 15 ;1790;283,831;1790;-179100;TspBabBestFs
14 15 13 12 10 2 7 11 4 9 3 8 5 6 1 14 ;3219;1800;3219;-322000;DfsBruteForce
12 5 15 9 8 2 14 3 6 1 4 11 7 13 10 12 ;1763;0,0004807;1763;-176400;TspNN
15 9 8 6 1 14 3 10 2 7 13 4 11 12 5 15 ;1278;22,2921;1278;-127900;TspBabDfs
15 9 8 6 1 14 3 10 2 7 13 4 11 12 5 15 ;1278;37,0421;1278;-127900;TspBabBfs
15 9 8 6 1 14 3 10 2 7 13 4 11 12 5 15 ;1278;22,0745;1278;-127900;TspBabBestFs
14 15 13 12 10 4 2 5 11 9 7 1 3 8 6 14 ;2942;1800;2942;-294300;DfsBruteForce
10 7 15 11 9 3 8 6 13 5 12 1 14 4 2 10 ;2429;0,0005491;2429;-243000;TspNN
15 11 9 7 10 4 2 13 5 12 1 3 8 6 14 15 ;1744;234,225;1744;-174500;TspBabDfs
;2429;1803,82;-1;-0;TspBabBfs
15 11 9 7 10 4 2 13 5 12 1 3 8 6 14 15 ;1744;283,244;1744;-174500;TspBabBestFs
13 16 15 14 12 10 9 11 1 6 3 4 7 2 5 8 13 ;6507;1792;6507;-650800;DfsBruteForce
15 3 4 7 2 13 10 9 11 1 5 8 12 16 14 6 15 ;4347;0,0007068;4347;-434800;TspNN
16 15 3 14 6 10 4 7 12 9 11 1 2 5 8 13 16 ;2983;239,576;2983;-298400;TspBabDfs
;4347;1796,33;-1;-0;TspBabBfs
16 15 3 14 6 10 4 7 12 9 11 1 2 5 8 13 16 ;2983;270,171;2983;-298400;TspBabBestFs
13 16 15 14 12 11 1 2 10 9 6 3 8 5 4 7 13 ;6877;1792;6877;-687800;DfsBruteForce
1 15 4 7 12 3 14 8 5 13 9 6 2 10 11 16 1 ;4654;0,0005629;4654;-465500;TspNN
16 9 6 2 10 1 15 4 5 7 12 3 14 8 11 13 16 ;3222;356,047;3222;-322300;TspBabDfs
;4654;1798,3;-1;-0;TspBabBfs
16 9 6 2 10 1 15 4 5 7 12 3 14 8 11 13 16 ;3222;401,151;3222;-322300;TspBabBestFs
11 16 15 14 13 10 4 7 9 2 8 3 6 5 12 1 11 ;4033;1792;4033;-403400;DfsBruteForce
3 6 5 12 1 7 15 4 16 14 13 9 2 8 11 10 3 ;2640;0,0007083;2640;-264100;TspNN
16 3 6 5 12 1 7 15 14 13 9 2 8 11 10 4 16 ;2002;35,9843;2002;-200300;TspBabDfs
16 3 6 5 12 1 7 15 14 13 9 2 8 11 10 4 16 ;2002;50,7347;2002;-200300;TspBabBfs
16 3 6 5 12 1 7 15 14 13 9 2 8 11 10 4 16 ;2002;35,8859;2002;-200300;TspBabBestFs
13 16 15 14 12 10 4 3 5 7 2 1 9 6 11 8 13 ;6099;1792;6099;-610000;DfsBruteForce
3 5 15 1 12 10 2 8 13 9 6 11 16 7 14 4 3 ;3811;0,000588;3811;-381200;TspNN
16 2 1 12 10 15 7 14 9 6 11 5 3 13 4 8 16 ;3475;1047,19;3475;-347600;TspBabDfs
16 2 1 12 10 15 7 14 9 6 11 5 3 13 4 8 16 ;3475;1160,35;3475;-347600;TspBabBfs
16 2 1 12 10 15 7 14 9 6 11 5 3 13 4 8 16 ;3475;1185,36;3475;-347600;TspBabBestFs
14 16 15 13 12 11 1 2 8 6 4 9 5 7 10 3 14 ;7337;1792;7337;-733800;DfsBruteForce
4 15 7 10 3 5 13 16 11 1 2 14 9 8 6 12 4 ;3559;0,0006307;3559;-356000;TspNN
16 11 1 2 8 6 12 4 15 7 10 3 14 9 5 13 16 ;3388;849,214;3388;-338900;TspBabDfs
16 11 1 2 8 6 12 4 15 7 10 3 14 9 5 13 16 ;3388;885,754;3388;-338900;TspBabBfs
16 11 1 2 8 6 12 4 15 7 10 3 14 9 5 13 16 ;3388;993,657;3388;-338900;TspBabBestFs
11 16 15 14 13 12 6 7 2 5 4 3 9 10 1 8 11 ;7333;1792;7333;-733400;DfsBruteForce
7 2 12 6 8 3 11 16 1 14 13 5 4 15 9 10 7 ;4477;0,000636;4477;-447800;TspNN
16 8 3 9 10 1 14 13 5 4 15 7 2 12 6 11 16 ;4037;1681,92;4037;-403800;TspBabDfs
;4477;1795,82;-1;-0;TspBabBfs
16 8 3 9 10 1 14 13 5 4 15 7 2 12 6 11 16 ;4037;1731,14;4037;-403800;TspBabBestFs
11 16 15 14 13 10 8 6 3 2 12 1 4 5 9 7 11 ;7531;1792;7531;-753200;DfsBruteForce
13 6 12 1 4 14 9 10 8 3 16 15 7 11 5 2 13 ;4064;0,0007278;4064;-406500;TspNN
16 4 14 9 10 5 13 6 12 1 3 2 15 7 8 11 16 ;3927;1260;3927;-392800;TspBabDfs
16 4 14 9 10 5 13 6 12 1 3 2 15 7 8 11 16 ;3927;1275,02;3927;-392800;TspBabBfs
16 4 14 9 10 5 13 6 12 1 3 2 15 7 8 11 16 ;3927;1398,52;3927;-392800;TspBabBestFs
15 16 14 13 12 10 11 4 6 5 8 9 3 2 7 1 15 ;5948;1792;5948;-594900;DfsBruteForce
1 12 9 3 2 7 15 6 5 8 14 13 4 10 11 16 1 ;5243;0,0006461;5243;-524400;TspNN
16 14 1 12 9 13 15 5 8 3 2 7 10 11 4 6 16 ;3187;493,707;3187;-318800;TspBabDfs
;5243;1802,94;-1;-0;TspBabBfs
16 14 1 12 9 13 15 5 8 3 2 7 10 11 4 6 16 ;3187;538,332;3187;-318800;TspBabBestFs
4 16 15 14 13 12 9 5 11 7 8 2 1 6 10 3 4 ;4725;1792;4725;-472600;DfsBruteForce
9 5 11 1 6 13 16 10 3 4 15 2 12 14 7 8 9 ;2772;0,000702;2772;-277300;TspNN
16 10 3 14 4 15 7 8 2 12 9 5 11 1 6 13 16 ;2189;85,0961;2189;-219000;TspBabDfs
16 10 3 14 4 15 7 8 2 12 9 5 11 1 6 13 16 ;2189;102,927;2189;-219000;TspBabBfs
16 10 3 14 4 15 7 8 2 12 9 5 11 1 6 13 16 ;2189;89,3918;2189;-219000;TspBabBestFs
15 16 14 13 12 11 3 2 9 5 10 1 7 6 4 8 15 ;5768;1792;5768;-576900;DfsBruteForce
16 14 13 1 2 8 15 11 3 12 5 6 4 9 10 7 16 ;5041;0,0007622;5041;-504200;TspNN
16 14 13 5 9 10 1 2 8 15 7 6 4 12 11 3 16 ;3211;225,364;3211;-321200;TspBabDfs
;5041;1798,47;-1;-0;TspBabBfs
16 14 13 5 9 10 1 2 8 15 7 6 4 12 11 3 16 ;3211;236,692;3211;-321200;TspBabBestFs
;2147483647;1763;-1;100,018;DfsBruteForce
16 21 18 20 17 19 15 35 14 34 13 12 33 11 32 10 8 31 7 30 6 9 4 29 3 28 2 37 36 38 26 25 24 1 5 23 22 27 43 40 42 39 41 16 ;5835;1763;5835;3,82562;TspNN
;5835;1763;-1;100,018;TspBabDfs
6 10 3 9 8 7 1 2 4 5 6 ;153;1800;153;97.2776;TspRand
6 7 2 9 4 5 10 3 8 1 6 ;204;1800;204;96.3701;TspRand
7 1 2 6 4 5 8 3 10 9 7 ;168;1800;168;97.0107;TspRand
1 4 2 5 10 7 3 9 6 8 1 ;188;1800;188;96.6548;TspRand
4 6 8 3 7 5 10 9 2 1 4 ;208;1800;208;96.2989;TspRand
2 8 3 5 6 10 4 9 7 1 2 ;165;1800;165;97.0641;TspRand
